ENTREZID	SYMBOL	GENENAME	logFC	AveExpr	t	P.Value	adj.P.Val
11886	Asah1	N-acylsphingosine amidohydrolase 1	-2.46770269337112	6.03007120622634	-15.4478846675948	6.23970468494159e-10	2.24118847365493e-07
224530	Acat3	acetyl-Coenzyme A acetyltransferase 3	-2.57885897103137	3.67428481003522	-15.40892483344	6.43937528881345e-10	2.26150860143128e-07
67041	Oxct1	3-oxoacid CoA transferase 1	-2.45178592214844	6.95392101293457	-15.3675476970254	6.64696042076449e-10	2.28366440195135e-07
26897	Acot1	acyl-CoA thioesterase 1	3.51555235008981	5.66746156900829	16.404281810209	6.98568459195795e-10	2.34897360194263e-07
83492	Gsdmc	gasdermin C	-4.88469219058254	-1.12615372755152	-15.2509066304071	7.66278961071577e-10	2.52297347932817e-07
66885	Acadsb	acyl-Coenzyme A dehydrogenase, short/branched chain	-1.88881149016593	6.16878093341511	-15.1026401371455	8.19010532973629e-10	2.61585069360547e-07
18405	Orm1	orosomucoid 1	-4.49201380657066	0.29720953477709	-15.1398220390056	8.27591335612968e-10	2.61585069360547e-07
16790	Anpep	alanyl (membrane) aminopeptidase	3.36967056396692	6.51251643138902	15.4629294739846	8.81725151049048e-10	2.73231064454493e-07
108079	Prkaa2	protein kinase, AMP-activated, alpha 2 catalytic subunit	-2.59202355394967	4.71777694236282	-14.9486173184496	9.30353199431035e-10	2.82755806996309e-07
64297	Gprc5b	G protein-coupled receptor, family C, group 5, member B	-2.49797372304258	5.85501664000946	-14.8670430524848	9.93356531899863e-10	2.96207672266895e-07
11676	Aldoc	aldolase C, fructose-bisphosphate	-2.60125475778665	6.04756933360611	-14.6811558137105	1.164555696819e-09	3.40826633935694e-07
20512	Slc1a3	solute carrier family 1 (glial high affinity glutamate transporter), member 3	-4.1391142869604	2.43133929980704	-14.6327628376901	1.23824259256365e-09	3.54747865561864e-07
209588	Sectm1a	secreted and transmembrane 1A	-2.32305337458102	4.14978943561507	-14.5790930094849	1.25701597516226e-09	3.54747865561864e-07
57776	Ttyh1	tweety family member 1	-4.54946043121184	0.036787034147515	-14.4428231377655	1.46673015260211e-09	4.06670233889892e-07
104112	Acly	ATP citrate lyase	-2.44468060098748	8.62837174633144	-14.2499408254979	1.65695552118706e-09	4.51491811324832e-07
76574	Mfsd2a	major facilitator superfamily domain containing 2A	-2.13152104744388	6.50428770380338	-14.1534337703112	1.79544286046542e-09	4.69596359935404e-07
380714	Rph3al	rabphilin 3A-like (without C2 domains)	-2.68811895301949	2.7553751485669	-14.1469478528325	1.81183341086971e-09	4.69596359935404e-07
74051	Steap2	six transmembrane epithelial antigen of prostate 2	-3.24112160349643	4.59141986530547	-14.1474768853813	1.8242397021746e-09	4.69596359935404e-07
12778	Ackr3	atypical chemokine receptor 3	-3.02984828106235	6.3730992538271	-14.1321305707277	1.84225350012624e-09	4.69596359935404e-07
17829	Muc1	mucin 1, transmembrane	-2.76831804836	5.34343198171512	-14.5662223308509	1.95354741934404e-09	4.9006132405259e-07
16168	Il15	interleukin 15	-3.20593679895618	2.00531549493249	-14.0301576139191	2.01541577877101e-09	4.97681733870267e-07
22169	Cmpk2	cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial	-3.07134642388412	2.47731916191796	-13.8760812234246	2.29682068163627e-09	5.58445446962764e-07
71310	Tbc1d9	TBC1 domain family, member 9	2.23963077546311	6.30498173908797	13.7722867404286	2.49398160041646e-09	5.89606855662004e-07
20677	Sox4	SRY (sex determining region Y)-box 4	2.39820487137678	7.46932834590839	13.7706908976948	2.4995987933026e-09	5.89606855662004e-07
13491	Drd4	dopamine receptor D4	-3.28637327177613	0.296634821779353	-13.7373711237359	2.60031681078735e-09	6.0434421878946e-07
73166	Tm7sf2	transmembrane 7 superfamily member 2	-2.66343330169594	2.95688108028354	-13.6308460199877	2.83107424288906e-09	6.44294034586893e-07
224617	Tbc1d24	TBC1 domain family, member 24	-2.17529774737803	4.46829455029003	-13.6181238550042	2.85374477480907e-09	6.44294034586893e-07
12739	Cldn3	claudin 3	2.26132941618597	5.19198618432298	13.5438692227608	3.0481438930993e-09	6.78491071641428e-07
192166	Sardh	sarcosine dehydrogenase	-2.17887384884379	4.78887829485164	-13.5055799322861	3.15211700615865e-09	6.91889682851823e-07
243362	Stard13	StAR-related lipid transfer (START) domain containing 13	-3.661925068978	2.93769894831995	-13.4004783142417	3.52785491653505e-09	7.60434039833768e-07
14667	Gm2a	GM2 ganglioside activator protein	-1.88794849983208	6.81344974191694	-13.367821042774	3.56062509160332e-09	7.60434039833768e-07
12613	Cel	carboxyl ester lipase	-2.40593524973977	6.05113777873861	-13.3387589386655	3.66191786170943e-09	7.71639331819411e-07
140474	Muc4	mucin 4	2.50111670733205	3.25865052519225	13.196415778326	4.16558986621932e-09	8.6074343943067e-07
23794	Adamts5	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2)	-3.86126100778843	3.77154197703033	-14.3419665185878	4.19370063503933e-09	8.6074343943067e-07
22051	Trip6	thyroid hormone receptor interactor 6	2.33655904260153	5.66405155596977	13.1680043688503	4.26952382066014e-09	8.65071211047601e-07
74127	Krt80	keratin 80	4.25145810504412	3.73096401426168	13.173972687459	4.39009489427902e-09	8.78241262141591e-07
56349	Net1	neuroepithelial cell transforming gene 1	-2.08391205868043	5.64920499264459	-13.0852629700337	4.59788901116997e-09	9.08312974156627e-07
53381	Prdx4	peroxiredoxin 4	-1.88259577172137	6.11198458850106	-12.9650396875545	5.13007059693971e-09	9.95492884353549e-07
12390	Cav2	caveolin 2	-2.41807204936901	7.08952445930041	-13.0831530307352	5.16517441894401e-09	9.95492884353549e-07
100710	Pds5b	PDS5 cohesin associated factor B	-1.93633009364347	5.77257336065662	-12.9408579050295	5.24599689882543e-09	9.98888373361892e-07
66427	Cyb5b	cytochrome b5 type B	-1.82506008092219	6.60100658062803	-12.9057730937002	5.41726440814902e-09	1.01921960364747e-06
17131	Smad7	SMAD family member 7	3.08956438122621	6.71751901983883	12.9225900038883	5.66148885630536e-09	1.05263729276529e-06
14663	Glycam1	glycosylation dependent cell adhesion molecule 1	-2.79537103703261	9.42139851092173	-13.1132963310517	5.93632065325651e-09	1.09090246051239e-06
109154	Mlec	malectin	-1.82038956562804	7.43745478838472	-12.7636924653935	6.17982008180785e-09	1.12259628244703e-06
110454	Ly6a	lymphocyte antigen 6 complex, locus A	-3.07972397011726	4.42613014604862	-13.0862159713983	6.25089586555921e-09	1.12260407112838e-06
97998	Deptor	DEP domain containing MTOR-interacting protein	-2.85959481360584	3.94839950084924	-12.7265850846177	6.43868906738529e-09	1.14333755079727e-06
22781	Ikzf4	IKAROS family zinc finger 4	-2.3874440232297	5.53491154133267	-12.6897840407554	6.6350906496886e-09	1.16222164116052e-06
24059	Slco2a1	solute carrier organic anion transporter family, member 2a1	-3.54539630321674	7.25583864424601	-14.1650238143175	6.69211398035984e-09	1.16222164116052e-06
69051	Pycr2	pyrroline-5-carboxylate reductase family, member 2	-2.41046456598281	3.56047655412712	-12.659598008027	6.82649671205048e-09	1.16735978852068e-06
14711	Gnmt	glycine N-methyltransferase	-2.54606060807464	2.45844447394565	-12.6539917880302	6.8694292794497e-09	1.16735978852068e-06
13875	Erf	Ets2 repressor factor	2.1048153187518	7.19108232877073	12.6161946332145	7.0997295111494e-09	1.19366090632133e-06
73246	Rassf6	Ras association (RalGDS/AF-6) domain family member 6	-2.37639225980551	2.63281326967626	-12.3862910687141	8.84106100501997e-09	1.42345541783882e-06
18030	Nfil3	nuclear factor, interleukin 3, regulated	-2.08199717926117	6.50806542608169	-12.3839955226355	8.84804049677705e-09	1.42345541783882e-06
56738	Mocs1	molybdenum cofactor synthesis 1	-1.75429909758489	4.98505719209146	-12.3785180649489	8.88819756489284e-09	1.42345541783882e-06
21912	Tspan7	tetraspanin 7	-2.26967788901384	5.07109548712123	-12.3751532051424	8.93026538674365e-09	1.42345541783882e-06
80290	Gpr146	G protein-coupled receptor 146	-2.98885618629256	3.77941636790888	-12.3807945003104	8.94294737277643e-09	1.42345541783882e-06
14696	Gnb4	guanine nucleotide binding protein (G protein), beta 4	-3.07247925404962	2.26442345430682	-12.596384863969	9.00693126954456e-09	1.42345541783882e-06
110196	Fdps	farnesyl diphosphate synthetase	-2.6537469271886	4.41382326535984	-12.366100845425	9.18201140632979e-09	1.43675750758055e-06
93734	Mpv17l	Mpv17 transgene, kidney disease mutant-like	-3.20302077599739	1.44867743257528	-12.3274338260891	9.44359259138027e-09	1.45904085761002e-06
69179	Tmem110	transmembrane protein 110	-1.81705388973375	4.67379838009472	-12.3081744079152	9.5090615245401e-09	1.45904085761002e-06
76267	Fads1	fatty acid desaturase 1	-2.05888411401637	8.35784834825394	-12.2818736927463	9.75808923097685e-09	1.48201543179264e-06
70377	Derl3	Der1-like domain family, member 3	-3.38468812755054	1.3648336902314	-12.2874323786175	9.84634398495489e-09	1.48201543179264e-06
72315	Ccdc74a	coiled-coil domain containing 74A	-3.1039667221124	1.16205165294373	-12.2666019018389	9.99662186638974e-09	1.48941225860333e-06
207521	Dtx4	deltex 4, E3 ubiquitin ligase	4.68237635638058	3.0583830501088	12.2977698571272	1.00839731505035e-08	1.48941225860333e-06
107747	Aldh1l1	aldehyde dehydrogenase 1 family, member L1	-4.20100271337848	1.82646306300375	-12.2691549575815	1.02188151517226e-08	1.49535328386874e-06
68337	Crip2	cysteine rich protein 2	2.05434580738016	7.06440680829984	12.223122728864	1.03270267135095e-08	1.49732413009454e-06
14104	Fasn	fatty acid synthase	-2.45114819624428	9.39225473415369	-12.2934363654873	1.05941404631472e-08	1.52208905345072e-06
72080	Sapcd2	suppressor APC domain containing 2	-3.35394642521921	1.52069693825138	-12.1839198555389	1.08758861328219e-08	1.53885874943725e-06
226999	Slc9a2	solute carrier family 9 (sodium/hydrogen exchanger), member 2	-3.41675530819001	0.357892981580251	-12.1823624768813	1.09056049061612e-08	1.53885874943725e-06
171210	Acot2	acyl-CoA thioesterase 2	2.7154394637085	5.04389555410433	12.4889381223545	1.11914860869632e-08	1.56522341697669e-06
57444	Isg20	interferon-stimulated protein	-2.60794041645931	4.01436913350148	-12.2237533851556	1.15077656557784e-08	1.58483358828606e-06
21808	Tgfb2	transforming growth factor, beta 2	2.25650157447623	5.33112849504897	12.1102465113604	1.15322616206591e-08	1.58483358828606e-06
100041678	Gm3500	predicted gene 3500	-4.8769567118869	2.80549271368112	-12.1402697319891	1.18186076994648e-08	1.61018341450295e-06
19729	Slc50a1	solute carrier family 50 (sugar transporter), member 1	-1.94400098911448	5.44604621594312	-12.0746683876076	1.19261350072395e-08	1.61094562097788e-06
21982	Tmem165	transmembrane protein 165	-1.94423561245288	6.20869251102816	-12.0532899622931	1.21780183337267e-08	1.63102882835777e-06
16987	Lss	lanosterol synthase	-2.44655931900798	4.55305858789702	-11.9690626839767	1.32578292477916e-08	1.76072885237058e-06
11988	Slc7a2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	-2.61751295947634	6.01924005565458	-12.0162306912647	1.38594206704193e-08	1.82528570229422e-06
12048	Bcl2l1	BCL2-like 1	2.49246722157361	5.89951619727017	12.1476798403242	1.41535990363484e-08	1.84862379479711e-06
19419	Rasgrp1	RAS guanyl releasing protein 1	-3.8651129216798	-0.505048429971869	-11.8859669681098	1.47310344859467e-08	1.90827269685165e-06
17436	Me1	malic enzyme 1, NADP(+)-dependent, cytosolic	-2.1177746629098	5.77415085831075	-11.8508032123808	1.48750954313296e-08	1.91126835932303e-06
56078	Car5b	carbonic anhydrase 5b, mitochondrial	-2.12292724338581	3.71792565509771	-11.8133700924096	1.54392233177715e-08	1.96775391382307e-06
52665	Echdc1	enoyl Coenzyme A hydratase domain containing 1	-2.18645856985962	2.88935728274244	-11.8029001226353	1.56050875724204e-08	1.97298243195626e-06
78894	Aacs	acetoacetyl-CoA synthetase	-2.37904205383233	6.04367852964808	-12.0717532355279	1.57640142155953e-08	1.97725778304181e-06
21847	Klf10	Kruppel-like factor 10	1.97738781643363	7.88708030257995	11.7666513337909	1.61677324959966e-08	2.01192790839945e-06
225908	Myrf	myelin regulatory factor	-2.34889856751106	0.718520086023077	-11.6831007630638	1.76068508792018e-08	2.17389586949144e-06
116873	Stim2	stromal interaction molecule 2	-1.7803387993508	5.04802489934347	-11.6430243743917	1.82949401745908e-08	2.24134290324987e-06
74016	Phf19	PHD finger protein 19	-3.42068993441662	2.25680331478526	-11.622127949103	1.89870266123036e-08	2.30823821985266e-06
544998	Gm16440	predicted gene 16440	-6.85879718184873	-1.32182830593739	-11.6943608147846	1.96876542948411e-08	2.37514266011961e-06
228607	Mavs	mitochondrial antiviral signaling protein	-2.49845236639841	3.85897498066867	-11.5594126497456	1.99687157150797e-08	2.38606132114565e-06
20775	Sqle	squalene epoxidase	-2.22774230120904	6.48162215896167	-11.5770208681644	2.0080116154921e-08	2.38606132114565e-06
20250	Scd2	stearoyl-Coenzyme A desaturase 2	-4.62578517165392	6.87522711021875	-14.7841143217795	2.08317255464944e-08	2.45689992937908e-06
17295	Met	met proto-oncogene	2.24665925949215	6.22551087770772	11.4809363192589	2.1591330423923e-08	2.52762508162725e-06
67603	Dusp6	dual specificity phosphatase 6	2.2613127116405	7.98913893454519	11.4713277963428	2.1805593350157e-08	2.53104110739367e-06
235339	Dlat	dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)	-1.73030304598979	6.25537958301418	-11.4637423325161	2.19408144591833e-08	2.53104110739367e-06
30057	Timm8b	translocase of inner mitochondrial membrane 8B	-1.86797159704308	4.24947418849109	-11.4388247273599	2.25110646381485e-08	2.5780062720384e-06
66277	Klf15	Kruppel-like factor 15	-3.1318975353454	1.2747568242044	-11.435851657895	2.28228472490349e-08	2.59490847427157e-06
19330	Rab18	RAB18, member RAS oncogene family	-2.1946770898375	7.93654023331525	-11.4820344766281	2.3476660761878e-08	2.62255327741791e-06
19270	Ptprg	protein tyrosine phosphatase, receptor type, G	2.34947588584714	6.5535646464144	11.398966802414	2.34926862530143e-08	2.62255327741791e-06
56745	C1qtnf1	C1q and tumor necrosis factor related protein 1	4.82020298676485	4.00558599001693	12.2761182570476	2.35638170965163e-08	2.62255327741791e-06
140481	Man2a2	mannosidase 2, alpha 2	-1.78930809817742	6.49204072536867	-11.3714563554991	2.41172624715792e-08	2.66537913357229e-06
54648	Ccdc120	coiled-coil domain containing 120	2.07674887118441	5.08979462116773	11.3499524162773	2.46733723576291e-08	2.70790261624979e-06
12550	Cdh1	cadherin 1	2.09728038375818	8.11430340012639	11.324749599401	2.5324194165139e-08	2.76016251438522e-06
67213	Cmtm6	CKLF-like MARVEL transmembrane domain containing 6	-1.7293902775136	7.70004247459258	-11.2885481083679	2.6266621335347e-08	2.84327180536866e-06
432466	Gm5424	argininosuccinate synthase pseudogene	-1.72283947043572	3.51667790330876	-11.2776208292191	2.65649454893698e-08	2.8560027109796e-06
18074	Nid2	nidogen 2	-4.82970327830453	1.62914769674904	-11.3080518443943	2.7200385258122e-08	2.89893283739178e-06
13010	Cst3	cystatin C	-2.69716977871664	6.43391744313275	-12.2355221007845	2.73311182467334e-08	2.89893283739178e-06
100041649	Mpc1-ps	mitochondrial pyruvate carrier 1, pseudogene	-1.64922053757941	4.54632119192005	-11.2127231220269	2.84124360396051e-08	2.9935342611328e-06
12351	Car4	carbonic anhydrase 4	-6.22251028467683	0.804722329163533	-13.1249073518124	2.87338587002466e-08	3.0073503503225e-06
80281	Cttnbp2nl	CTTNBP2 N-terminal like	2.81666592130478	6.12307866551373	11.3634865575115	2.94075419556155e-08	3.05411731796044e-06
30049	Scd3	stearoyl-coenzyme A desaturase 3	-2.60446864131957	0.284279377636501	-11.1784873083208	2.95671949916443e-08	3.05411731796044e-06
17449	Mdh1	malate dehydrogenase 1, NAD (soluble)	-1.64557303816396	7.48099754935901	-11.1642498353446	2.98834796209318e-08	3.06674358395588e-06
68312	Gstm7	glutathione S-transferase, mu 7	-3.59232727916819	1.35295093107947	-11.1144824927598	3.21240461965076e-08	3.2754092005781e-06
237988	Cdr2l	cerebellar degeneration-related protein 2-like	-2.36900432220392	4.87322601223259	-11.0595600331173	3.34242421949327e-08	3.38613284390203e-06
100038571	Gm12863	predicted gene 12863	-3.3547159799822	-1.0591386899052	-11.0470560531795	3.43087080725746e-08	3.45359759477051e-06
18003	Nedd9	neural precursor cell expressed, developmentally down-regulated gene 9	1.87750738016316	7.47767264313487	11.0209832764528	3.47398404729312e-08	3.47486353692535e-06
211347	Pank3	pantothenate kinase 3	-1.61904477227051	7.0664367388091	-11.0137385213938	3.49947230139663e-08	3.4783434120297e-06
214791	Sertad4	SERTA domain containing 4	2.80702732436602	5.1930661411249	11.0060580433922	3.55095021279117e-08	3.50745107268448e-06
74754	Dhcr24	24-dehydrocholesterol reductase	-2.13860129420199	5.44262486135216	-10.8854349344126	4.01388673308983e-08	3.94009105153737e-06
104174	Gldc	glycine decarboxylase	-2.2274993004144	2.76381446880746	-11.1579053932366	4.04371537364749e-08	3.94301956398541e-06
114774	Pawr	PRKC, apoptosis, WT1, regulator	2.24498663863253	6.32927676963397	10.8736265666929	4.06676910231348e-08	3.94301956398541e-06
73635	Ptges3l	prostaglandin E synthase 3 like	-3.29238495522655	2.0013517501714	-10.8735291128159	4.11874081580868e-08	3.96905974713661e-06
100470	Lao1	L-amino acid oxidase 1	-4.45466124793952	6.04465411691802	-13.682220890103	4.35440676050526e-08	4.17072996624395e-06
71893	Noxo1	NADPH oxidase organizer 1	2.39143429568119	4.01437829777017	10.7972151770289	4.41701767732006e-08	4.20521369713049e-06
104009	Qsox1	quiescin Q6 sulfhydryl oxidase 1	-2.33590660951801	6.86678327765884	-11.2549105266584	4.62103616147531e-08	4.37310511951831e-06
56473	Fads2	fatty acid desaturase 2	-1.87587592959568	6.79938844375236	-10.7452923744438	4.660166797688e-08	4.38073406583858e-06
269582	Clspn	claspin	-2.19191259329868	3.21488952471487	-10.7414165100653	4.68453592208758e-08	4.38073406583858e-06
54352	Irx5	Iroquois homeobox 5	1.75233476298633	5.43527140212349	10.7225932970807	4.77458827921671e-08	4.43868195086711e-06
14676	Gna15	guanine nucleotide binding protein, alpha 15	-4.32362725106236	1.62462686798254	-10.7502059420303	4.82424747887186e-08	4.45862030152578e-06
18406	Orm2	orosomucoid 2	-4.85207175305648	-0.422933844681439	-10.7297182894744	5.0157023758748e-08	4.58323985179685e-06
67168	Lpar6	lysophosphatidic acid receptor 6	-1.90870424060472	4.91860464756929	-10.6730898061728	5.03831687941339e-08	4.58323985179685e-06
320165	Tacc1	transforming, acidic coiled-coil containing protein 1	-2.49846327642021	5.90966953322835	-10.674419743112	5.04608791579759e-08	4.58323985179685e-06
14219	Ctgf	connective tissue growth factor	6.96033296748346	7.83482242164195	13.1506322131154	5.40928628130045e-08	4.88504916512413e-06
223697	Sun2	Sad1 and UNC84 domain containing 2	1.74409372932349	7.42859135872725	10.5552629204886	5.7254256176025e-08	5.14117195798806e-06
217944	Rapgef5	Rap guanine nucleotide exchange factor (GEF) 5	-1.69957549437955	4.65653304123585	-10.5424495192484	5.80586605680738e-08	5.18394955716293e-06
14063	F2rl1	coagulation factor II (thrombin) receptor-like 1	2.73694235989374	5.03333442154271	10.5189807807595	5.991320402226e-08	5.31948469869549e-06
66286	Sec11c	SEC11 homolog C, signal peptidase complex subunit	-1.49031952610092	5.10823071442858	-10.4745211085172	6.25384731306564e-08	5.52155323663069e-06
225875	Lrfn4	leucine rich repeat and fibronectin type III domain containing 4	2.62129980115427	5.53837178712743	10.4716427413029	6.30290588230423e-08	5.53395136466312e-06
21990	Tph1	tryptophan hydroxylase 1	-2.59567938132634	2.13907380366549	-10.9899931969517	6.36552333066332e-08	5.5580514208731e-06
620695	Gm13889	predicted gene 13889	3.47498554782089	5.46447324797833	11.3348944612373	6.60562499397388e-08	5.72974523742483e-06
75761	Apol7a	apolipoprotein L 7a	-2.42669862175883	1.15866909221066	-10.4217175373127	6.64782101568201e-08	5.72974523742483e-06
27279	Tnfrsf12a	tumor necrosis factor receptor superfamily, member 12a	1.88097240904364	8.4115352622072	10.4162988925993	6.67092586488337e-08	5.72974523742483e-06
14275	Folr1	folate receptor 1 (adult)	-2.56117305353658	4.16747434865423	-11.3692186071478	6.96452794503441e-08	5.9495891699094e-06
26557	Homer2	homer scaffolding protein 2	-2.15183386959905	3.83677440911659	-10.3397262774189	7.26762183980089e-08	6.17513416968889e-06
100529082	Gm11127	predicted gene 11127	-2.29277186772715	1.99071990862982	-10.2983575770035	7.61556095208072e-08	6.43616712763015e-06
55951	Mpc1	mitochondrial pyruvate carrier 1	-1.69682633270582	5.21966317938491	-10.2895661640516	7.67592449613251e-08	6.45267610302544e-06
26921	Map4k4	mitogen-activated protein kinase kinase kinase kinase 4	1.5975026849022	7.49706782252571	10.1572066081514	8.90264974967513e-08	7.42058673045557e-06
21664	Phlda1	pleckstrin homology like domain, family A, member 1	3.42025491988085	6.9475964858719	12.014651202956	8.92123183236243e-08	7.42058673045557e-06
170459	Stard4	StAR-related lipid transfer (START) domain containing 4	-2.37391767176438	3.70864696240207	-10.0982844317074	9.53950229480925e-08	7.89331383597725e-06
